mask,faults,accepted,expected,agrees,code
0,,1,1,1,OK
1,source_digest,0,0,1,SOURCE_CHANGED
2,theme_version,0,0,1,THEME_CHANGED
3,source_digest;theme_version,0,0,1,SOURCE_CHANGED
4,principal,0,0,1,UNAUTHORIZED
5,source_digest;principal,0,0,1,SOURCE_CHANGED
6,theme_version;principal,0,0,1,THEME_CHANGED
7,source_digest;theme_version;principal,0,0,1,SOURCE_CHANGED
8,domain,0,0,1,WRONG_DOMAIN
9,source_digest;domain,0,0,1,SOURCE_CHANGED
10,theme_version;domain,0,0,1,THEME_CHANGED
11,source_digest;theme_version;domain,0,0,1,SOURCE_CHANGED
12,principal;domain,0,0,1,UNAUTHORIZED
13,source_digest;principal;domain,0,0,1,SOURCE_CHANGED
14,theme_version;principal;domain,0,0,1,THEME_CHANGED
15,source_digest;theme_version;principal;domain,0,0,1,SOURCE_CHANGED
16,period,0,0,1,STALE
17,source_digest;period,0,0,1,SOURCE_CHANGED
18,theme_version;period,0,0,1,THEME_CHANGED
19,source_digest;theme_version;period,0,0,1,SOURCE_CHANGED
20,principal;period,0,0,1,UNAUTHORIZED
21,source_digest;principal;period,0,0,1,SOURCE_CHANGED
22,theme_version;principal;period,0,0,1,THEME_CHANGED
23,source_digest;theme_version;principal;period,0,0,1,SOURCE_CHANGED
24,domain;period,0,0,1,WRONG_DOMAIN
25,source_digest;domain;period,0,0,1,SOURCE_CHANGED
26,theme_version;domain;period,0,0,1,THEME_CHANGED
27,source_digest;theme_version;domain;period,0,0,1,SOURCE_CHANGED
28,principal;domain;period,0,0,1,UNAUTHORIZED
29,source_digest;principal;domain;period,0,0,1,SOURCE_CHANGED
30,theme_version;principal;domain;period,0,0,1,THEME_CHANGED
31,source_digest;theme_version;principal;domain;period,0,0,1,SOURCE_CHANGED
32,unit,0,0,1,SEMANTIC_MISMATCH
33,source_digest;unit,0,0,1,SOURCE_CHANGED
34,theme_version;unit,0,0,1,THEME_CHANGED
35,source_digest;theme_version;unit,0,0,1,SOURCE_CHANGED
36,principal;unit,0,0,1,UNAUTHORIZED
37,source_digest;principal;unit,0,0,1,SOURCE_CHANGED
38,theme_version;principal;unit,0,0,1,THEME_CHANGED
39,source_digest;theme_version;principal;unit,0,0,1,SOURCE_CHANGED
40,domain;unit,0,0,1,WRONG_DOMAIN
41,source_digest;domain;unit,0,0,1,SOURCE_CHANGED
42,theme_version;domain;unit,0,0,1,THEME_CHANGED
43,source_digest;theme_version;domain;unit,0,0,1,SOURCE_CHANGED
44,principal;domain;unit,0,0,1,UNAUTHORIZED
45,source_digest;principal;domain;unit,0,0,1,SOURCE_CHANGED
46,theme_version;principal;domain;unit,0,0,1,THEME_CHANGED
47,source_digest;theme_version;principal;domain;unit,0,0,1,SOURCE_CHANGED
48,period;unit,0,0,1,STALE
49,source_digest;period;unit,0,0,1,SOURCE_CHANGED
50,theme_version;period;unit,0,0,1,THEME_CHANGED
51,source_digest;theme_version;period;unit,0,0,1,SOURCE_CHANGED
52,principal;period;unit,0,0,1,UNAUTHORIZED
53,source_digest;principal;period;unit,0,0,1,SOURCE_CHANGED
54,theme_version;principal;period;unit,0,0,1,THEME_CHANGED
55,source_digest;theme_version;principal;period;unit,0,0,1,SOURCE_CHANGED
56,domain;period;unit,0,0,1,WRONG_DOMAIN
57,source_digest;domain;period;unit,0,0,1,SOURCE_CHANGED
58,theme_version;domain;period;unit,0,0,1,THEME_CHANGED
59,source_digest;theme_version;domain;period;unit,0,0,1,SOURCE_CHANGED
60,principal;domain;period;unit,0,0,1,UNAUTHORIZED
61,source_digest;principal;domain;period;unit,0,0,1,SOURCE_CHANGED
62,theme_version;principal;domain;period;unit,0,0,1,THEME_CHANGED
63,source_digest;theme_version;principal;domain;period;unit,0,0,1,SOURCE_CHANGED
64,rationale_id,0,0,1,UNAPPROVED_RATIONALE
65,source_digest;rationale_id,0,0,1,SOURCE_CHANGED
66,theme_version;rationale_id,0,0,1,THEME_CHANGED
67,source_digest;theme_version;rationale_id,0,0,1,SOURCE_CHANGED
68,principal;rationale_id,0,0,1,UNAUTHORIZED
69,source_digest;principal;rationale_id,0,0,1,SOURCE_CHANGED
70,theme_version;principal;rationale_id,0,0,1,THEME_CHANGED
71,source_digest;theme_version;principal;rationale_id,0,0,1,SOURCE_CHANGED
72,domain;rationale_id,0,0,1,WRONG_DOMAIN
73,source_digest;domain;rationale_id,0,0,1,SOURCE_CHANGED
74,theme_version;domain;rationale_id,0,0,1,THEME_CHANGED
75,source_digest;theme_version;domain;rationale_id,0,0,1,SOURCE_CHANGED
76,principal;domain;rationale_id,0,0,1,UNAUTHORIZED
77,source_digest;principal;domain;rationale_id,0,0,1,SOURCE_CHANGED
78,theme_version;principal;domain;rationale_id,0,0,1,THEME_CHANGED
79,source_digest;theme_version;principal;domain;rationale_id,0,0,1,SOURCE_CHANGED
80,period;rationale_id,0,0,1,STALE
81,source_digest;period;rationale_id,0,0,1,SOURCE_CHANGED
82,theme_version;period;rationale_id,0,0,1,THEME_CHANGED
83,source_digest;theme_version;period;rationale_id,0,0,1,SOURCE_CHANGED
84,principal;period;rationale_id,0,0,1,UNAUTHORIZED
85,source_digest;principal;period;rationale_id,0,0,1,SOURCE_CHANGED
86,theme_version;principal;period;rationale_id,0,0,1,THEME_CHANGED
87,source_digest;theme_version;principal;period;rationale_id,0,0,1,SOURCE_CHANGED
88,domain;period;rationale_id,0,0,1,WRONG_DOMAIN
89,source_digest;domain;period;rationale_id,0,0,1,SOURCE_CHANGED
90,theme_version;domain;period;rationale_id,0,0,1,THEME_CHANGED
91,source_digest;theme_version;domain;period;rationale_id,0,0,1,SOURCE_CHANGED
92,principal;domain;period;rationale_id,0,0,1,UNAUTHORIZED
93,source_digest;principal;domain;period;rationale_id,0,0,1,SOURCE_CHANGED
94,theme_version;principal;domain;period;rationale_id,0,0,1,THEME_CHANGED
95,source_digest;theme_version;principal;domain;period;rationale_id,0,0,1,SOURCE_CHANGED
96,unit;rationale_id,0,0,1,SEMANTIC_MISMATCH
97,source_digest;unit;rationale_id,0,0,1,SOURCE_CHANGED
98,theme_version;unit;rationale_id,0,0,1,THEME_CHANGED
99,source_digest;theme_version;unit;rationale_id,0,0,1,SOURCE_CHANGED
100,principal;unit;rationale_id,0,0,1,UNAUTHORIZED
101,source_digest;principal;unit;rationale_id,0,0,1,SOURCE_CHANGED
102,theme_version;principal;unit;rationale_id,0,0,1,THEME_CHANGED
103,source_digest;theme_version;principal;unit;rationale_id,0,0,1,SOURCE_CHANGED
104,domain;unit;rationale_id,0,0,1,WRONG_DOMAIN
105,source_digest;domain;unit;rationale_id,0,0,1,SOURCE_CHANGED
106,theme_version;domain;unit;rationale_id,0,0,1,THEME_CHANGED
107,source_digest;theme_version;domain;unit;rationale_id,0,0,1,SOURCE_CHANGED
108,principal;domain;unit;rationale_id,0,0,1,UNAUTHORIZED
109,source_digest;principal;domain;unit;rationale_id,0,0,1,SOURCE_CHANGED
110,theme_version;principal;domain;unit;rationale_id,0,0,1,THEME_CHANGED
111,source_digest;theme_version;principal;domain;unit;rationale_id,0,0,1,SOURCE_CHANGED
112,period;unit;rationale_id,0,0,1,STALE
113,source_digest;period;unit;rationale_id,0,0,1,SOURCE_CHANGED
114,theme_version;period;unit;rationale_id,0,0,1,THEME_CHANGED
115,source_digest;theme_version;period;unit;rationale_id,0,0,1,SOURCE_CHANGED
116,principal;period;unit;rationale_id,0,0,1,UNAUTHORIZED
117,source_digest;principal;period;unit;rationale_id,0,0,1,SOURCE_CHANGED
118,theme_version;principal;period;unit;rationale_id,0,0,1,THEME_CHANGED
119,source_digest;theme_version;principal;period;unit;rationale_id,0,0,1,SOURCE_CHANGED
120,domain;period;unit;rationale_id,0,0,1,WRONG_DOMAIN
121,source_digest;domain;period;unit;rationale_id,0,0,1,SOURCE_CHANGED
122,theme_version;domain;period;unit;rationale_id,0,0,1,THEME_CHANGED
123,source_digest;theme_version;domain;period;unit;rationale_id,0,0,1,SOURCE_CHANGED
124,principal;domain;period;unit;rationale_id,0,0,1,UNAUTHORIZED
125,source_digest;principal;domain;period;unit;rationale_id,0,0,1,SOURCE_CHANGED
126,theme_version;principal;domain;period;unit;rationale_id,0,0,1,THEME_CHANGED
127,source_digest;theme_version;principal;domain;period;unit;rationale_id,0,0,1,SOURCE_CHANGED
128,relation,0,0,1,RELATION_MISMATCH
129,source_digest;relation,0,0,1,SOURCE_CHANGED
130,theme_version;relation,0,0,1,THEME_CHANGED
131,source_digest;theme_version;relation,0,0,1,SOURCE_CHANGED
132,principal;relation,0,0,1,UNAUTHORIZED
133,source_digest;principal;relation,0,0,1,SOURCE_CHANGED
134,theme_version;principal;relation,0,0,1,THEME_CHANGED
135,source_digest;theme_version;principal;relation,0,0,1,SOURCE_CHANGED
136,domain;relation,0,0,1,WRONG_DOMAIN
137,source_digest;domain;relation,0,0,1,SOURCE_CHANGED
138,theme_version;domain;relation,0,0,1,THEME_CHANGED
139,source_digest;theme_version;domain;relation,0,0,1,SOURCE_CHANGED
140,principal;domain;relation,0,0,1,UNAUTHORIZED
141,source_digest;principal;domain;relation,0,0,1,SOURCE_CHANGED
142,theme_version;principal;domain;relation,0,0,1,THEME_CHANGED
143,source_digest;theme_version;principal;domain;relation,0,0,1,SOURCE_CHANGED
144,period;relation,0,0,1,STALE
145,source_digest;period;relation,0,0,1,SOURCE_CHANGED
146,theme_version;period;relation,0,0,1,THEME_CHANGED
147,source_digest;theme_version;period;relation,0,0,1,SOURCE_CHANGED
148,principal;period;relation,0,0,1,UNAUTHORIZED
149,source_digest;principal;period;relation,0,0,1,SOURCE_CHANGED
150,theme_version;principal;period;relation,0,0,1,THEME_CHANGED
151,source_digest;theme_version;principal;period;relation,0,0,1,SOURCE_CHANGED
152,domain;period;relation,0,0,1,WRONG_DOMAIN
153,source_digest;domain;period;relation,0,0,1,SOURCE_CHANGED
154,theme_version;domain;period;relation,0,0,1,THEME_CHANGED
155,source_digest;theme_version;domain;period;relation,0,0,1,SOURCE_CHANGED
156,principal;domain;period;relation,0,0,1,UNAUTHORIZED
157,source_digest;principal;domain;period;relation,0,0,1,SOURCE_CHANGED
158,theme_version;principal;domain;period;relation,0,0,1,THEME_CHANGED
159,source_digest;theme_version;principal;domain;period;relation,0,0,1,SOURCE_CHANGED
160,unit;relation,0,0,1,SEMANTIC_MISMATCH
161,source_digest;unit;relation,0,0,1,SOURCE_CHANGED
162,theme_version;unit;relation,0,0,1,THEME_CHANGED
163,source_digest;theme_version;unit;relation,0,0,1,SOURCE_CHANGED
164,principal;unit;relation,0,0,1,UNAUTHORIZED
165,source_digest;principal;unit;relation,0,0,1,SOURCE_CHANGED
166,theme_version;principal;unit;relation,0,0,1,THEME_CHANGED
167,source_digest;theme_version;principal;unit;relation,0,0,1,SOURCE_CHANGED
168,domain;unit;relation,0,0,1,WRONG_DOMAIN
169,source_digest;domain;unit;relation,0,0,1,SOURCE_CHANGED
170,theme_version;domain;unit;relation,0,0,1,THEME_CHANGED
171,source_digest;theme_version;domain;unit;relation,0,0,1,SOURCE_CHANGED
172,principal;domain;unit;relation,0,0,1,UNAUTHORIZED
173,source_digest;principal;domain;unit;relation,0,0,1,SOURCE_CHANGED
174,theme_version;principal;domain;unit;relation,0,0,1,THEME_CHANGED
175,source_digest;theme_version;principal;domain;unit;relation,0,0,1,SOURCE_CHANGED
176,period;unit;relation,0,0,1,STALE
177,source_digest;period;unit;relation,0,0,1,SOURCE_CHANGED
178,theme_version;period;unit;relation,0,0,1,THEME_CHANGED
179,source_digest;theme_version;period;unit;relation,0,0,1,SOURCE_CHANGED
180,principal;period;unit;relation,0,0,1,UNAUTHORIZED
181,source_digest;principal;period;unit;relation,0,0,1,SOURCE_CHANGED
182,theme_version;principal;period;unit;relation,0,0,1,THEME_CHANGED
183,source_digest;theme_version;principal;period;unit;relation,0,0,1,SOURCE_CHANGED
184,domain;period;unit;relation,0,0,1,WRONG_DOMAIN
185,source_digest;domain;period;unit;relation,0,0,1,SOURCE_CHANGED
186,theme_version;domain;period;unit;relation,0,0,1,THEME_CHANGED
187,source_digest;theme_version;domain;period;unit;relation,0,0,1,SOURCE_CHANGED
188,principal;domain;period;unit;relation,0,0,1,UNAUTHORIZED
